"track_name","artist_name","track_uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
"Astronauts","Future","2vs5ubqg8QUbfyWZpMfvWe",0.732,0.586,1,-7.868,1,0.232,0.0402,2.66e-06,0.121,0.73,76.48,169920,4
"Used To","Juice WRLD","0WZFN4E8HrmGUU0EMyKQ8c",0.631,0.709,2,-4.666,1,0.0505,0.0963,0,0.376,0.2,84.504,176443,4
"Ain't Livin Right (feat. Gunna)","Future","0JR7iZZ6Ql79sXW3rbiS3F",0.755,0.503,0,-8.06,1,0.206,0.0492,0,0.226,0.524,142.011,230533,4
"Wasted (feat. Lil Uzi Vert)","Juice WRLD","1a7WZZZH7LzyvorhpOJFTe",0.742,0.579,0,-5.024,1,0.202,0.0381,0,0.0952,0.502,144.994,258475,4
"She’s The One","Juice WRLD","3zM2prB16NRn1zggh1KCY0",0.621,0.804,6,-5.502,0,0.225,0.308,0,0.297,0.396,155.984,188837,4
"Oxy (feat. Lil Wayne)","Future","0nWMTq3fBceV1uZlhFn6of",0.811,0.526,8,-7.003,1,0.161,0.00779,0.0642,0.13,0.248,149.954,180080,4
"Lean Wit Me","Juice WRLD","3oDkdAySo1VQQG0ptV7uwa",0.665,0.651,1,-5.515,1,0.156,0.0414,0,0.0896,0.237,163.935,175755,4
"Maze","Juice WRLD","4mUIe9gfsdtsVP2zFIl74x",0.674,0.726,11,-3.813,0,0.141,0.126,1.56e-06,0.115,0.443,160.067,144090,4
"Titanic","Juice WRLD","1YM6c2sxbf2Jacl9IFgn4I",0.567,0.545,1,-6.668,0,0.0448,0.168,0,0.112,0.234,174.146,176650,4
"Ring Ring (with Rvssian feat. Clever)","Juice WRLD","4zxpssj8DyrfZcEUSUiNxG",0.581,0.673,0,-4.421,0,0.0549,0.0768,0,0.4,0.621,160.073,171817,4
"Smile (with The Weeknd)","Juice WRLD","09NtNfFG4vpHsAUbdUug0M",0.694,0.671,6,-7.149,0,0.134,0.225,0,0.145,0.27,158.864,196180,4
"The Bees Knees","Juice WRLD","6LkawpJyy0TZJ6Z41gMVyy",0.427,0.724,0,-4.751,1,0.0844,0.125,0,0.749,0.289,140.029,325810,4
"Stay High","Juice WRLD","21CkzgKCBCq5V4XKjiGSIj",0.745,0.5,8,-6.184,1,0.135,0.439,0,0.0943,0.433,76.968,168685,4
"Tell Me U Luv Me (with Trippie Redd)","Juice WRLD","5JAYDuLRkODlVt6dgoalKk",0.66,0.76,2,-5.726,1,0.0787,0.291,0,0.632,0.394,127.984,180129,4
"Rich And Blind","Juice WRLD","6QNFQJKlZUKr0xlGZ74CZJ",0.638,0.624,10,-5.37,1,0.0798,0.0102,0,0.0944,0.445,159.937,228720,4
"Won’t Let Go","Juice WRLD","4yoQbSPoj8H3O8M3EKvC74",0.617,0.791,7,-4.292,1,0.0519,0.0563,0,0.233,0.653,150.061,200137,4
"Blastoff (feat. Juice Wrld & Trippie Redd)","Internet Money","2rFsFjq0D9JAmc0APpCO6P",0.761,0.517,5,-6.916,1,0.0927,0.114,0,0.157,0.46,147.912,174730,4
"Can't Die","Juice WRLD","4PPLJAEYBSOcnzr9TZoqf9",0.652,0.671,2,-5.89,1,0.0756,0.0222,0,0.107,0.274,84.008,182922,4
"Red Bentley (feat. Young Thug)","Future","3fFBZvG777xoKyvcrBq7lc",0.903,0.609,10,-7.555,0,0.237,0.0301,1.61e-05,0.179,0.268,149.991,207867,4
"Desire","Juice WRLD","15LOSQ3z91ZB2wMiMhiCjZ",0.597,0.767,1,-4.713,0,0.0481,0.106,0,0.107,0.205,148.009,189813,4
"Long Gone","Juice WRLD","17Cs25j5Ui6X6W4Hk1kAyC",0.794,0.459,7,-7.404,1,0.0941,0.208,7.17e-06,0.12,0.266,149.033,187007,4
"End Of The Road","Juice WRLD","24BNgrtp6Fag4M5BQPEgsV",0.373,0.717,1,-5.833,0,0.083,0.0568,0,0.114,0.293,109.977,162981,5
"Make Believe","Juice WRLD","6eiztdXRkooWsBt2xToMWI",0.465,0.84,0,-4.35,1,0.0722,0.125,0,0.138,0.672,83.981,142026,4
"10 Feet","Juice WRLD","4Z9cAwlkruSbWblPBthygg",0.678,0.681,6,-7.698,0,0.183,0.466,0.000657,0.263,0.525,104.014,212312,4
"Legends","Juice WRLD","1Knctxx9vGZxpZfF66BIEa",0.594,0.798,4,-5.244,1,0.0844,0.115,0,0.143,0.381,142.049,191840,4
"Black & White","Juice WRLD","1fCeXjoRExPP2qwSBh2aST",0.776,0.736,7,-4.612,1,0.247,0.0802,0,0.159,0.233,147.946,186945,4
"Demons and Angels (feat. Juice WRLD)","A Boogie Wit da Hoodie","3L19besdNQzd342qL78xqm",0.81,0.55,2,-7.46,0,0.17,0.0114,5.69e-06,0.107,0.183,76.503,214593,4
"Scared Of Love (with instrumental by Ghost Loft)","Juice WRLD","49QVOdWgGagzLrThkIqtK6",0.642,0.562,11,-4.869,0,0.0812,0.032,0,0.168,0.177,158.001,170539,4
"Screw Juice","Juice WRLD","4F6YLjakjqWFTgC5qfEwPQ",0.595,0.528,5,-7.371,0,0.0935,0.082,0,0.142,0.515,150.075,179464,4
"Money Made Me Do It","Post Malone","1ysAvOdJgUjc6CqOQxepaz",0.734,0.429,7,-6.511,1,0.16,0.305,0,0.0659,0.372,83.021,224960,4
"F.M.F.M.H","Ivan B","5BgBJb1rvbGHLkDEHcQ3ll",0.719,0.456,5,-10.152,1,0.101,0.363,2.07e-06,0.0628,0.126,122.024,274730,4
"No I in Team","Arizona Zervas","3ntcm3V9ByPKN6cstxXh80",0.74,0.592,1,-5.003,0,0.0879,0.0173,0,0.276,0.379,140.093,181714,4
"Bones","Paris Shadows","4kSIn4O6pWXcW7prq0kO4C",0.707,0.712,7,-6.506,0,0.0655,0.049,0,0.136,0.248,119.9,160013,4
"November","Tyler, The Creator","4XDpeWqPADoWRKcUY3dC84",0.547,0.759,1,-7.039,0,0.413,0.354,2.15e-05,0.676,0.575,91.85,225347,4
"Did It Again","Lil Tecca","4guBZjUyrGoHsTahO3IHdj",0.686,0.561,10,-9.929,0,0.191,0.185,0,0.114,0.186,148.775,116240,4
"Let You Down","NF","52okn5MNA47tk87PeZJLEL",0.662,0.714,5,-5.68,0,0.121,0.312,0,0.179,0.464,147.997,212120,4
"Goodbyes (feat. Young Thug)","Post Malone","0t3ZvGKlmYmVsDzBJAXK8C",0.548,0.653,5,-3.875,1,0.081,0.456,0,0.103,0.163,150.068,174853,4
"Love Again","itssvd","6ncsVXsY8FaxpK5yg1eMHI",0.643,0.417,4,-10.155,1,0.186,0.809,0.0147,0.168,0.355,94.435,89340,4
"memories of her, last winter","Rook1e","6iU60m55zaG2XVxWDp7JmH",0.685,0.244,0,-13.548,0,0.0427,0.825,0.898,0.0837,0.389,109.498,115135,3
"Dance with Me","CORBAL","55rn9bs7vZBsEK4Y4URraH",0.593,0.275,6,-15.25,0,0.0638,0.816,0.0115,0.108,0.363,114.82,87411,4
"i don't feel part of the world anymore","itssvd","11iiMB7TmFTtaXT4YJAltw",0.546,0.179,1,-19.623,0,0.23,0.611,0.00211,0.107,0.272,95.037,84177,4
"Can't Love Myself","Monty Datta","0MO1qNhm8aRZchi8CJlIRo",0.541,0.0836,1,-12.663,1,0.313,0.913,0.00199,0.126,0.452,181.032,122723,4
"Will I Ever Feel Alright","Imfinenow","7eB9PbCNZWtDgYYLOAum5g",0.648,0.308,9,-13.237,0,0.0403,0.921,0.333,0.107,0.136,80.003,144039,4
"Imagine","SHRK","6nfs5WrXaT8Jrd8ocIxzbX",0.85,0.454,7,-12.871,1,0.0615,0.637,0.224,0.153,0.14,129.953,144740,4
"Without You","Bangers Only","3LcD1cGX8IkAMcgWzkc7e1",0.497,0.372,5,-12.716,0,0.0564,0.854,1.9e-06,0.253,0.136,75.176,160683,4
"lil ghost","sadeyes","2iFJJvtXtkepwMvzqi2MCY",0.592,0.615,0,-5.974,1,0.0449,0.115,1.26e-05,0.223,0.0739,116.017,149072,4
"I Love You, That's the Problem","Kochetkovv","1tfAVU1HIrtlr79isORUW6",0.749,0.498,8,-10.743,1,0.0872,0.42,0.425,0.0874,0.351,157.997,142793,4
"I’ll Keep You Safe","Vluestar","3YfNhioGntblm6ciPsCwC9",0.504,0.401,0,-10.016,1,0.0958,0.805,0.00596,0.155,0.243,114.95,140312,4
"Losing Interest","Stract","3RbNcjVnQixKa1sULcwd2K",0.96,0.36,10,-16.192,0,0.155,0.673,0.0177,0.293,0.639,114.927,136696,4
"YKWIM?","Yot Club","2vWBUC9djv6BtiGlmKiQaH",0.372,0.537,9,-7.623,1,0.0305,0.937,0.873,0.287,0.228,123.735,212750,3
"I'll Bite Your Soul","SHRK","71qKWIBggc7poNXclWN53M",0.786,0.37,6,-16.84,0,0.0695,0.768,0.373,0.139,0.18,101.966,123187,4
"4:44 Am","Kochetkovv","2HNhRDgs16dUuvg4MROylL",0.786,0.299,0,-9.572,1,0.452,0.972,0.00211,0.174,0.774,130.035,121913,4
"i looked into your eyes","Sky McCreery","0CwLue2qwkPcQpovNGNtVx",0.475,0.0989,10,-9.55,1,0.0474,0.853,0,0.271,0.3,133.713,148556,4
"Safe","itssvd","4AuLkMqJdyQyGeShCU5ik3",0.608,0.461,11,-13.083,0,0.146,0.828,0.00104,0.107,0.512,114.886,78215,4
"perfume","mehro","1kvkYrjZh561EJwERr8EsK",0.677,0.455,2,-7.086,1,0.0322,0.833,0.00602,0.105,0.704,129.975,149668,4
"Come Thru","Dibyo","6U4FPqHEhXEEppyFjFCrdD",0.569,0.396,11,-11.043,0,0.544,0.696,0,0.115,0.195,87.477,90047,3
"down","Mokita","7pV0Yzu2NWogAAVHc9uSIt",0.524,0.391,4,-9.021,1,0.041,0.789,0,0.0869,0.143,148.009,194680,4
"Kid Goku","Mishaal Tamer","1uuI4ovQALuaq9srVZyTDy",0.651,0.317,8,-10.515,0,0.124,0.626,0.784,0.129,0.273,92.807,135981,4
"Fuck Love","XXXTENTACION","7AQim7LbvFVZJE3O8TYgf2",0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,146520,4
"things that i miss","awfultune","5bRuS5LK9OE8NhHsTipm3v",0.529,0.176,8,-12.587,1,0.0556,0.938,0,0.318,0.239,78.242,216037,4
"Scar","6 Dogs","5rnpeh10Rfdw1FEkBWkU7T",0.626,0.425,1,-10.44,1,0.0512,0.735,0.000218,0.111,0.347,76.951,148607,4
"@ my worst","blackbear","0mHGftgYtmpH4y17T3VZ2E",0.615,0.774,4,-5.152,0,0.0551,0.0173,0,0.15,0.336,136.887,191364,4
"Bad Day","Justus Bennetts","3wA4ronkc8ZcPXUP0fDgYA",0.883,0.713,9,-4.684,1,0.307,0.0125,0,0.45,0.855,89.025,108800,4
"Moonlight","Chase Atlantic","1rWzYSHyZ5BiI4DnDRCwy7",0.439,0.587,11,-5.943,1,0.0402,0.00269,0,0.0977,0.128,134.785,252000,4
"I Miss Having Sex But At Least I Don't Wanna Die Anymore","Waterparks","2Rmw7J0krEU75ffhkaK93D",0.582,0.81,5,-4.104,0,0.106,0.0763,0,0.351,0.874,73.954,133352,4
"F U Till I F U","Call Me Karizma","2T2Tn41RJDWxIuF3Bh65AJ",0.581,0.601,10,-5.673,0,0.0487,0.24,0.000143,0.114,0.132,80.012,234162,4
"21st Century Vampire","Huddy","7KDqNm3Vo6isNP1rfiEVZx",0.39,0.719,0,-5.143,1,0.0342,0.000624,0,0.184,0.502,86.905,167896,4
"Classic","MKTO","3BJm2KbylyJuzZjRUFXLBJ",0.72,0.79,1,-4.686,1,0.125,0.0383,0,0.156,0.755,102.068,175427,4
"you broke me first","Tate McRae","45bE4HXI0AwGZXfZtMp8JR",0.667,0.373,4,-9.389,1,0.05,0.785,0,0.0906,0.0823,124.148,169266,4
"Champagne & Sunshine","PLVTINUM","77U6kcldLRFl9vCfaw11Sr",0.607,0.522,5,-10.028,0,0.0704,0.0553,0,0.0909,0.265,109.961,196364,4
"Astronomy","Conan Gray","0KmgJyW4GDgonqsoyx0CZ3",0.471,0.335,4,-8.767,0,0.0273,0.593,2.11e-05,0.297,0.111,145.252,243907,3
"Cooler Than Me (feat. Big Sean)","Mike Posner","2DPYlWl50ydYsnnuryL5aX",0.837,0.515,7,-4.065,0,0.0793,0.103,0,0.233,0.769,129.001,227840,4
"agoraphobic","CORPSE","6ATqL4f1nFWwASrWi8nF6e",0.815,0.697,7,-9.57,1,0.219,0.778,0.000398,0.102,0.147,97.987,129796,4
"Psycho, Pt. 2","Russ","26OhjtaTamFocE08t83ml6",0.766,0.548,10,-4.29,1,0.235,0.775,5.57e-06,0.1,0.424,82.944,161985,4
"Why","Bazzi","7lozLnUfzcgEpMMVQI7yhA",0.676,0.67,8,-6.584,1,0.0374,0.353,0,0.103,0.54,113.01,148260,4
"chateau","blackbear","5IdrsGhB8D7RwNwGra9V6i",0.665,0.635,11,-5.763,0,0.0446,0.0516,0,0.367,0.472,97.974,212927,4
"Friends","Chase Atlantic","2jQiSYrwJehQAcuaaQrXnS",0.422,0.609,11,-6.361,0,0.0335,0.0114,4.76e-06,0.108,0.0911,107.34,230011,3
"Crazy in Love","Eden Project","5iJS04ZXjMkQZ5nS0PsIeY",0.569,0.316,11,-9.762,0,0.0475,0.871,0,0.115,0.235,118.297,265456,4
"anxiety (with FRND)","blackbear","7AhlMDKQelsNkWvFeZvmtC",0.652,0.715,0,-5.919,1,0.0388,0.0291,0,0.156,0.617,97.981,191036,4
"I miss the old u","blackbear","3jfFw63n74qkinjHibNPMS",0.717,0.804,7,-5.257,1,0.326,0.279,0,0.527,0.362,133.012,211128,4
"Into It","Chase Atlantic","4HwDCXsMBC7SUdp2WT4MZP",0.518,0.572,10,-6.706,0,0.0416,0.0503,2.41e-05,0.129,0.291,130.053,196767,4
"Sweater Weather","The Neighbourhood","2QjOHCTQ1Jl3zawyYOpxh6",0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4
"Daddy Issues","The Neighbourhood","5E30LdtzQTGqRvNd7l6kG5",0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,260173,4
"4u","blackbear","1Eeof8IMDWLXEaAtjTW1ny",0.723,0.448,7,-7.87,1,0.223,0.508,0,0.141,0.63,81.978,210147,4
"Nightstand","Justus Bennetts","5KPmp3AYVAYb3Rv2Cbzqzp",0.669,0.648,5,-4.66,1,0.067,0.34,0,0.314,0.616,80.974,161747,4
"DRUGS","lil aaron","5UShsJdqJLZkl5JNj1ITlP",0.475,0.776,0,-4.745,1,0.039,0.000715,0,0.597,0.561,165.088,116413,4
"Right Here","Chase Atlantic","2KtS31kaWNHs12Q5B43Ixh",0.351,0.587,6,-6.413,1,0.0413,0.00516,1.87e-05,0.121,0.221,159.881,235000,4
"drivers license","jxdn","6H7RUDjmjiGV4I9hE24Kk5",0.598,0.787,10,-4.695,1,0.0548,0.0175,0,0.0887,0.298,144.021,237644,4
"Bloom Later","Jesse®","7DCQIOmpGV4nkHx7DQckJS",0.513,0.318,0,-10.451,1,0.0314,0.796,0,0.177,0.249,81.923,160307,3
"Somebody To You","The Vamps","6VrLYoQKdhu1Jruei06t65",0.526,0.818,3,-5.952,1,0.0358,0.0587,0,0.333,0.896,171.96,185098,4
"Feel Something","Jaymes Young","0vMI3AJPQMjytAu8XMWr65",0.61,0.59,11,-7.325,0,0.0362,0.694,2.32e-06,0.15,0.352,137.838,217400,4
"Good In Goodbye","Madison Beer","4y3g40TWe7fCWCayJZuGvw",0.658,0.698,11,-5.95,0,0.177,0.433,0,0.174,0.456,139.054,141949,4
"All Night - Slowed N Reverb","The Vamps","1gk5o5yEXAsHeXMJoavmh3",0.607,0.678,8,-7.045,0,0.0335,0.00527,0,0.332,0.433,115.968,244798,4
"I GUESS I'M IN LOVE","Clinton Kane","1is8gU4RVcN4J8xItxWoOY",0.422,0.34,0,-6.577,1,0.0351,0.877,1.77e-05,0.149,0.223,77.213,204094,4
"Everybody Talks","Neon Trees","2iUmqdfGZcHIhS3b9E9EWq",0.471,0.924,8,-3.906,1,0.0586,0.00301,0,0.313,0.725,154.961,177280,4
"Still Don't Know My Name","Labrinth","6N22FZs2ZhPBYi3b9XPajV",0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643,153294,1
"weak when ur around","blackbear","3UWkbO4emEOu9YUeOGq3vU",0.769,0.323,3,-12.887,0,0.0524,0.678,0,0.116,0.574,94.977,169500,4
"Falling","Chase Atlantic","1Ey7PyLGNxvJNvzrxPMLMV",0.544,0.796,3,-5.283,1,0.0356,0.000805,8.62e-06,0.126,0.7,98.977,223240,4
"dirty laundry","blackbear","0qgZvYWLIqDn0tXimF8gPa",0.766,0.64,0,-8.899,1,0.0345,0.051,0,0.237,0.67,100.044,165600,4
"Comfortable","Lauv","05fmLn8tNYb3ijIH2jCLPb",0.433,0.554,9,-5.629,0,0.165,0.763,0,0.0903,0.546,140.235,165102,3
"Reckless","Madison Beer","5ajjAnNRh8bxFvaVHzpPjh",0.386,0.426,3,-6.642,1,0.0363,0.807,0,0.14,0.261,180.104,203385,3
"n y l a","blackbear","5zViOYAEOrfNn8wd0sN4MH",0.268,0.336,9,-10.011,1,0.0392,0.818,0,0.354,0.208,65.838,300130,3
"parents","YUNGBLUD","5v4OkFH0TJ6W1hCFxyn0px",0.612,0.824,7,-4.758,1,0.0478,0.013,0,0.288,0.586,82.017,171880,4
"Rebels","Call Me Karizma","7fBKbK8897K5V5zgr7ymIz",0.927,0.454,10,-11.767,0,0.191,0.539,0.182,0.115,0.32,114.016,135900,4
"la di die (feat. Jaden Hossler)","Nessa Barrett","3RLshk3cDQOqWhSIRCVaXL",0.484,0.643,1,-4.72,1,0.0416,0.0036,0,0.243,0.345,163.97,195191,4
"Stupid for You","Waterparks","2vGsgIS6GSwuIAbuq8WoFo",0.581,0.922,1,-3.408,0,0.0667,0.0235,0,0.202,0.595,118.409,191545,4
"Reflections","The Neighbourhood","2xql0pid3EUwW38AsywxhV",0.648,0.594,11,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983,244013,4
"DRUGS","Tai Verdes","2NB2X14uGzu62fvLwNZfCV",0.865,0.457,10,-7.542,0,0.0715,0.115,0,0.6,0.733,106.872,159547,4
"playboy shit (feat. Lil Aaron)","blackbear","64oWLmeRfpTwiuxthP7yCe",0.656,0.741,11,-4.998,0,0.18,0.0847,0,0.111,0.882,154.937,212129,4
"Boyfriend","COIN","15jIpgBlSbxsPVsKPNYkNp",0.572,0.916,0,-4.83,1,0.0576,0.016,9.68e-06,0.208,0.464,150.088,179013,4
"Imagination","Foster The People","2flxduIqEbsicdmPyj1WVW",0.744,0.642,2,-4.6,0,0.031,0.115,3.95e-05,0.279,0.63,94.988,256267,4
"Greek Tragedy","The Wombats","7KPLvVaccakFAxIBjntHUe",0.515,0.869,11,-4.732,1,0.0672,0.00257,2.01e-06,0.21,0.452,93.24,209558,4
"Moral of the Story (feat. Niall Horan) - Bonus Track","Ashe","5v6qYImm5k36GHlFxdEZyv",0.579,0.37,10,-8.9,1,0.0383,0.496,0,0.221,0.216,119.799,198515,4
"I Love You So","The Walters","1175r6ZmkUjX8dRJLz9Ohk",0.578,0.669,10,-4.898,1,0.0377,0.65,0,0.13,0.503,75.995,160254,4
"Pictures of Girls","Wallows","415dK4glwDO7fXxYg3np8B",0.443,0.819,6,-5.502,1,0.0322,0.000248,0.00759,0.0802,0.494,154.958,204667,4
"Crush Culture","Conan Gray","2sHwSBNDZN2yjCtgwStYt1",0.522,0.765,0,-5.395,1,0.193,0.146,0,0.0866,0.455,180.065,204120,4
"Prom Queen","Beach Bunny","6MpCaSIOfqBqbMED4kXgNY",0.528,0.797,4,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785,136562,4
"Nobody Gets Me (Like You)","Wallows","3st8GdrmGNJFupn8bffZ19",0.57,0.887,2,-1.089,1,0.0382,0.0365,5.21e-06,0.783,0.818,115.889,157613,4
"Kilby Girl","The Backseat Lovers","1170VohRSx6GwE6QDCHPPH",0.329,0.444,1,-9.973,1,0.0417,0.0578,0.0352,0.113,0.225,162.279,282206,4
"1980s Horror Film II","Wallows","3VzULnaqPKf1deQyZ5W4Ah",0.593,0.658,2,-4.957,1,0.0304,0.0038,0.0126,0.0804,0.27,116.021,235272,4
"Sex, Drugs, Etc.","Beach Weather","04wODYKrbLNe7LTOaOPX3i",0.574,0.839,4,-5.083,0,0.0377,0.0131,0.0101,0.524,0.469,143.973,196784,4
"You Know It","Colony House","169pWCmfvVazzcL4EXFPgL",0.404,0.962,3,-2.901,1,0.0978,0.0352,0,0.146,0.572,158.121,182267,4
"4EVER","Clairo","5mIOsPuQdXchVY0jB5NO9Q",0.75,0.585,9,-7.576,0,0.0285,0.049,0.00552,0.155,0.584,102.331,159595,4
"These Days","Wallows","4gZDCOFuLCxCRWNhSEcOtJ",0.655,0.668,0,-6.733,1,0.0272,0.0398,0.0302,0.0759,0.867,93.003,202627,4
"Sports","Beach Bunny","77G0k1La0c5Dw8bAFANcyp",0.231,0.877,9,-5.278,1,0.0574,0.000653,0.026,0.0694,0.524,186.142,164165,4
"Daft Pretty Boys","Bad Suns","58hbLmAfFQA4zbxcbRCO4P",0.665,0.823,8,-5.686,1,0.059,0.048,0,0.0927,0.672,136.992,187013,4
"Bossa No Sé (feat. Jean Carter)","Cuco","3kEsMLO3qUUwiXeCndsMIb",0.825,0.678,4,-5.401,1,0.0461,0.519,0,0.115,0.43,134.12,201264,4
"Sanctuary","Joji","5F1ZmucV0uJY14y2dYKePa",0.552,0.638,1,-7.474,1,0.11,0.387,0.00014,0.374,0.332,167.834,180019,4
"Quarterback","Wallows","2OwIGCjx7e7J1HHdAqIv21",0.689,0.719,11,-3.883,1,0.031,0.0135,1.64e-06,0.107,0.557,121.008,180387,4
"The Less I Know The Better","Tame Impala","6K4t31amVTZDgR3sKmwUJJ",0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320,4
"Uncomfortable","Wallows","4BreyjJu4w5EUhTKPIQymq",0.395,0.768,2,-2.81,1,0.0311,0.115,0.0204,0.286,0.251,142.016,294015,4
"Freaks","Surf Curse","7EkWXAI1wn8Ii883ecd9xr",0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,147062,4
"Greek Tragedy - Oliver Nelson TikTok Remix","The Wombats","64rqvMhAPLLEag310IG3z9",0.736,0.764,8,-6.736,0,0.0482,0.222,0.00154,0.192,0.404,112.033,306429,4
"Remember When","Wallows","5naar7XewEOAjOywIp6Jjq",0.504,0.708,11,-5.896,0,0.0343,0.00112,0.000424,0.788,0.51,82.009,155147,4
"Cold Cold Man","Saint Motel","7AN4zvlHUTqpl25bqOhFcG",0.613,0.661,9,-4.984,1,0.0263,0.00652,0,0.0976,0.509,110.978,230773,4
"t r a n s p a r e n t s o u l feat. Travis Barker","WILLOW","5JKnYZOhSP7rOK0jPYcCjV",0.374,0.83,11,-5.203,0,0.0584,0.00213,0,0.15,0.204,90.19,168398,4
"Greek God","Conan Gray","7KJXiuMXQu723ODChoxENp",0.572,0.82,6,-6.4,0,0.0764,0.157,7.21e-06,0.109,0.144,139.003,236747,4
"Daylight","Joji","6Ed1q0X8oSKSm4IIhiQbYg",0.528,0.749,7,-7.571,1,0.0479,0.00488,9.6e-05,0.0949,0.729,163.944,163906,4
"Vowels (and the Importance of Being Me)","HUNNY","2yfu1w0yFYHAHnr4p5JS7V",0.484,0.875,4,-5.237,1,0.0541,0.00154,9.64e-05,0.169,0.724,150.021,184436,4
"iloveyou","BETWEEN FRIENDS","0ygr1n1Xk1UvWrzJXjVVng",0.633,0.588,10,-6.923,1,0.0533,0.108,1.47e-05,0.317,0.35,91.977,166359,4
"i met sarah in the bathroom","awfultune","0mr8FAnN9X70p5KRUwMIJx",0.675,0.408,0,-10.861,1,0.142,0.901,0.000714,0.16,0.229,90.111,121375,4
"Somebody Else","The 1975","2T8Z4bj1su4iOz9iSlD8Ev",0.619,0.792,0,-5.711,1,0.0589,0.202,0.0149,0.126,0.458,101.01,347526,4
"Beige","Yoke Lore","7uYQELhe7g6QLIzZDOlhbW",0.434,0.677,10,-7.535,1,0.119,0.384,0.0684,0.119,0.218,167.923,204209,4
"Robbers","The 1975","7aHx437dgnClpc32kdt2wk",0.621,0.692,4,-6.858,1,0.0291,0.000363,1.75e-05,0.335,0.381,99.806,254507,4
"Pretty Boy","The Neighbourhood","7IL8PSVwLOJxqYne6azxQv",0.578,0.386,6,-11.464,1,0.0278,0.208,0.0453,0.307,0.569,154.902,234093,4
"Electric Love - Oliver Remix","BØRNS","00Ci0EXS4fNPnkTbS6wkOh",0.53,0.77,9,-5.882,1,0.0824,0.000965,0.0115,0.265,0.107,184.537,253880,3
"It's Not Living (If It's Not With You)","The 1975","4Z9zfa5ydgKrgWoRDDQ9AI",0.618,0.837,1,-5.334,1,0.0304,0.000254,0.000341,0.0618,0.526,121.231,248336,4
"The King","Conan Gray","54GASuUdLbhhdyECNUp3Pb",0.643,0.716,2,-6.733,1,0.0915,0.0643,0,0.14,0.854,81.027,174320,4
"striptease","carwash","2g0Bmi3kYEntusDP6xlAGZ",0.693,0.572,8,-8.89,1,0.0749,0.127,0.952,0.102,0.732,130.05,160659,4
"Devil Town","Cavetown","0vf2eBw2inhl8y61cYQMv2",0.576,0.759,3,-8.165,1,0.0599,0.12,0,0.121,0.501,99.969,179955,4
"Comfort Crowd","Conan Gray","6uaBrivDHCaV0uBTiwHTUi",0.678,0.431,0,-6.749,1,0.0326,0.163,1.94e-06,0.147,0.404,90.941,174680,4
"i wanna be your girlfriend","girl in red","3h3pOvw6hjOvZxRUseB7h9",0.54,0.381,7,-14.323,1,0.0347,0.0217,0.000687,0.305,0.343,155.882,204991,4
"Honey In The Summer","PUBLIC","69KERH8EU5P2VwxWlmOVcU",0.784,0.589,8,-7.546,0,0.0378,0.0192,8.35e-05,0.221,0.725,114.066,2e+05,4
"bad idea!","girl in red","1M4Ud66z18wuIq3oOxqVHa",0.511,0.806,1,-6.093,1,0.0481,0.03,0.0465,0.252,0.41,162.04,219638,4
"Scrawny","Wallows","1pNUmVxDiE8t6P1XxcZAv8",0.639,0.816,6,-5.28,0,0.0485,0.000985,0.0604,0.141,0.802,138.008,166520,4
"Disco","Surf Curse","2Lumsra3kuU61wXkEKzKaK",0.473,0.621,11,-8.698,0,0.0291,0.0253,0.000366,0.19,0.782,173.083,152761,4
"Dontmakemefallinlove","Cuco","6zHyWsqTzT6Fympdy9KQDQ",0.387,0.904,8,-4.935,1,0.0738,0.37,0.425,0.0754,0.839,103.798,207692,4
"Pretty Face","PUBLIC","07tbYac108weqzeP7Bhwon",0.538,0.89,11,-3.193,1,0.0489,0.00235,0,0.354,0.628,143.022,230787,4
"Feels Like We Only Go Backwards","Tame Impala","0LtOwyZoSNZKJWHqjzADpW",0.303,0.9,2,-2.352,0,0.0574,0.0277,0.635,0.11,0.491,149.508,192960,4
"Saw You in a Dream","The Japanese House","7dujOm8FJcepmVBQjqdswN",0.608,0.447,4,-8.205,1,0.0285,0.0603,0,0.19,0.683,94.054,208280,4
"loneliness for love","lovelytheband","2YgYtlYQSuaUtv9dx2IjzL",0.597,0.95,4,-4.62,1,0.0354,0.0111,5.47e-06,0.162,0.733,133.022,235847,4
"Gasoline","Halsey","2IO7yf562c1zLzpanal1DT",0.731,0.58,10,-7.328,0,0.0399,0.223,0,0.129,0.319,119.997,199593,4
"EMPTY","Chase Atlantic","10UlPBWHkekb2UiDnwcyeD",0.693,0.678,8,-5.639,0,0.0583,0.165,0,0.0927,0.486,147.99,230267,4
